complaint_id,timestamp,customer_id,channel,complaint_text,category,priority,supplier_id,product_category,region,order_id,complaint_text_normalized,complaint_text_no_stopwords,category_encoded
CMP-000468,2024-10-11 12:07:12,CUST-1021,email,My order #ORD-674213 was supposed to arrive on 2025-10-30 but it's now 8 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-7063,bananas,Asia,ORD-674213,my order ord674213 was supposed to arrive on 20251030 but its now 8 days late this is unacceptable for perishable goods,order ord674213 supposed arrive 20251030 8 days late unacceptable perishable goods,1
CMP-000469,2024-10-12 02:44:29,CUST-2268,email,My order #ORD-124851 was supposed to arrive on 2025-10-28 but it's now 12 days late. This is unacceptable for perishable goods.,Delivery Delay,high,SUP-6064,raspberries,North America,ORD-124851,my order ord124851 was supposed to arrive on 20251028 but its now 12 days late this is unacceptable for perishable goods,order ord124851 supposed arrive 20251028 12 days late unacceptable perishable goods,1
CMP-000470,2024-10-12 17:21:45,CUST-2842,app,My order #ORD-900962 was supposed to arrive on 2025-10-30 but it's now 4 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-11302,spinach,North America,ORD-900962,my order ord900962 was supposed to arrive on 20251030 but its now 4 days late this is unacceptable for perishable goods,order ord900962 supposed arrive 20251030 4 days late unacceptable perishable goods,1
CMP-000471,2024-10-13 07:59:02,CUST-2576,web,Quality issue with order ORD-800007. The cucumbers show signs of improper handling during transport.,Damaged Goods,high,SUP-12828,pears,Europe,ORD-800007,quality issue with order ord800007 the cucumbers show signs of improper handling during transport,quality issue order ord800007 cucumbers show signs improper handling transport,0
CMP-000472,2024-10-13 22:36:18,CUST-1902,email,Order ORD-286572 missing items. Expected 351 but received only 56 bananas.,Missing Items,high,SUP-6789,garlic,North America,ORD-286572,order ord286572 missing items expected 351 but received only 56 bananas,order ord286572 missing items expected 351 received 56 bananas,3
CMP-000473,2024-10-14 13:13:35,CUST-2869,social,Order ORD-211410 is severely delayed. We needed these lettuce by 2025-10-29 for our retail operations.,Delivery Delay,low,SUP-6219,lemons,North America,ORD-211410,order ord211410 is severely delayed we needed these lettuce by 20251029 for our retail operations,order ord211410 severely delayed needed lettuce 20251029 retail operations,1
CMP-000474,2024-10-15 03:50:51,CUST-2910,email,Shipment ORD-100909 stuck in transit for 4 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-9019,broccoli,Europe,ORD-100909,shipment ord100909 stuck in transit for 4 days this is causing major disruptions to our supply chain,shipment ord100909 stuck transit 4 days causing major disruptions supply chain,1
CMP-000475,2024-10-15 18:28:08,CUST-2728,email,Incorrect shipping documents for ORD-523533. Supplier name and details are wrong.,Documentation Error,medium,SUP-7731,limes,Europe,ORD-523533,incorrect shipping documents for ord523533 supplier name and details are wrong,incorrect shipping documents ord523533 supplier name details wrong,2
CMP-000476,2024-10-16 09:05:24,CUST-1113,email,Received only partial order ORD-520075. Where are the remaining 34 potatoes?,Missing Items,medium,SUP-9542,fresh strawberries,Europe,ORD-520075,received only partial order ord520075 where are the remaining 34 potatoes,received partial order ord520075 remaining 34 potatoes,3
CMP-000477,2024-10-16 23:42:41,CUST-1391,web,Shipment ORD-792829 stuck in transit for 3 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-5207,cantaloupe,North America,ORD-792829,shipment ord792829 stuck in transit for 3 days this is causing major disruptions to our supply chain,shipment ord792829 stuck transit 3 days causing major disruptions supply chain,1
CMP-000478,2024-10-17 14:19:57,CUST-2001,social,Invoice ORD-350069 shows incorrect pricing. We were quoted $803 but charged $992.,Pricing Error,medium,SUP-11453,cantaloupe,Asia,ORD-350069,invoice ord350069 shows incorrect pricing we were quoted 803 but charged 992,invoice ord350069 shows incorrect pricing quoted 803 charged 992,5
CMP-000479,2024-10-18 04:57:14,CUST-1242,app,Invoice ORD-525205 has wrong prices for kale. This needs immediate correction.,Pricing Error,low,SUP-10356,organic apples,Europe,ORD-525205,invoice ord525205 has wrong prices for kale this needs immediate correction,invoice ord525205 wrong prices kale needs immediate correction,5
CMP-000480,2024-10-18 19:34:30,CUST-1093,app,"Delivery delay for shipment ORD-748410. Expected 2025-11-01, still not received. Our customers are waiting.",Delivery Delay,high,SUP-11699,pears,Asia,ORD-748410,delivery delay for shipment ord748410 expected 20251101 still not received our customers are waiting,delivery delay shipment ord748410 expected 20251101 still received customers waiting,1
CMP-000481,2024-10-19 10:11:47,CUST-2018,app,My order #ORD-219726 was supposed to arrive on 2025-10-28 but it's now 5 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-9471,bell peppers,Europe,ORD-219726,my order ord219726 was supposed to arrive on 20251028 but its now 5 days late this is unacceptable for perishable goods,order ord219726 supposed arrive 20251028 5 days late unacceptable perishable goods,1
CMP-000482,2024-10-20 00:49:03,CUST-2975,app,Received order ORD-977057 with 24% of onions damaged. Packaging was inadequate.,Damaged Goods,medium,SUP-9533,cucumbers,Europe,ORD-977057,received order ord977057 with 24 of onions damaged packaging was inadequate,received order ord977057 24 onions damaged packaging inadequate,0
CMP-000483,2024-10-20 15:26:19,CUST-2895,email,Shipment ORD-355479 arrived with crushed boxes. Multiple lettuce units are unsellable.,Damaged Goods,medium,SUP-12586,tomatoes,North America,ORD-355479,shipment ord355479 arrived with crushed boxes multiple lettuce units are unsellable,shipment ord355479 arrived crushed boxes multiple lettuce units unsellable,0
CMP-000484,2024-10-21 06:03:36,CUST-2215,web,Been waiting 9 days for update on order ORD-783415. This lack of communication is unprofessional.,Poor Communication,low,SUP-6959,cucumbers,North America,ORD-783415,been waiting 9 days for update on order ord783415 this lack of communication is unprofessional,waiting 9 days update order ord783415 lack communication unprofessional,4
CMP-000485,2024-10-21 20:40:52,CUST-1077,app,Order ORD-825272 missing items. Expected 102 but received only 85 garlic.,Missing Items,medium,SUP-5783,garlic,Europe,ORD-825272,order ord825272 missing items expected 102 but received only 85 garlic,order ord825272 missing items expected 102 received 85 garlic,3
CMP-000486,2024-10-22 11:18:09,CUST-2105,app,Order ORD-898100 missing items. Expected 199 but received only 57 pineapples.,Missing Items,high,SUP-9075,cucumbers,Asia,ORD-898100,order ord898100 missing items expected 199 but received only 57 pineapples,order ord898100 missing items expected 199 received 57 pineapples,3
CMP-000487,2024-10-23 01:55:25,CUST-2889,email,No response to my emails about order ORD-802695. I've been trying to reach support for 6 days.,Poor Communication,low,SUP-5429,potatoes,Asia,ORD-802695,no response to my emails about order ord802695 ive been trying to reach support for 6 days,response emails order ord802695 ive trying reach support 6 days,4
CMP-000488,2024-10-23 16:32:42,CUST-2608,email,Shipment ORD-265722 stuck in transit for 3 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-10544,asparagus,Europe,ORD-265722,shipment ord265722 stuck in transit for 3 days this is causing major disruptions to our supply chain,shipment ord265722 stuck transit 3 days causing major disruptions supply chain,1
CMP-000489,2024-10-24 07:09:58,CUST-2595,email,Received only partial order ORD-341238. Where are the remaining 31 oranges?,Missing Items,low,SUP-8968,fresh strawberries,Europe,ORD-341238,received only partial order ord341238 where are the remaining 31 oranges,received partial order ord341238 remaining 31 oranges,3
CMP-000490,2024-10-24 21:47:15,CUST-1442,social,Billing discrepancy on order ORD-251981. The unit price for raspberries doesn't match our contract.,Pricing Error,medium,SUP-5262,watermelons,North America,ORD-251981,billing discrepancy on order ord251981 the unit price for raspberries doesnt match our contract,billing discrepancy order ord251981 unit price raspberries doesnt match contract,5
CMP-000491,2024-10-25 12:24:31,CUST-1574,app,Received order ORD-162549 with 46% of cherries damaged. Packaging was inadequate.,Damaged Goods,high,SUP-6284,peaches,North America,ORD-162549,received order ord162549 with 46 of cherries damaged packaging was inadequate,received order ord162549 46 cherries damaged packaging inadequate,0
CMP-000492,2024-10-26 03:01:48,CUST-2854,app,Critical delay on order ORD-741233. The potatoes were time-sensitive and now may be unusable.,Delivery Delay,low,SUP-5118,cantaloupe,Europe,ORD-741233,critical delay on order ord741233 the potatoes were timesensitive and now may be unusable,critical delay order ord741233 potatoes timesensitive may unusable,1
CMP-000493,2024-10-26 17:39:04,CUST-2787,app,Customer service is unresponsive. Order ORD-871939 has issues but nobody is getting back to me.,Poor Communication,low,SUP-5328,broccoli,North America,ORD-871939,customer service is unresponsive order ord871939 has issues but nobody is getting back to me,customer service unresponsive order ord871939 issues nobody getting back,4
CMP-000494,2024-10-27 08:16:21,CUST-2032,email,Order ORD-905942 missing items. Expected 150 but received only 78 carrots.,Missing Items,medium,SUP-11169,organic apples,North America,ORD-905942,order ord905942 missing items expected 150 but received only 78 carrots,order ord905942 missing items expected 150 received 78 carrots,3
CMP-000495,2024-10-27 22:53:37,CUST-1832,app,Shipment ORD-867333 arrived with crushed boxes. Multiple blueberries units are unsellable.,Damaged Goods,high,SUP-12028,onions,North America,ORD-867333,shipment ord867333 arrived with crushed boxes multiple blueberries units are unsellable,shipment ord867333 arrived crushed boxes multiple blueberries units unsellable,0
CMP-000496,2024-10-28 13:30:54,CUST-1049,social,"Freshness issue with order ORD-712011. pineapples appear to be several days old, not fresh picked.",Quality Issues,high,SUP-8152,asparagus,North America,ORD-712011,freshness issue with order ord712011 pineapples appear to be several days old not fresh picked,freshness issue order ord712011 pineapples appear several days old fresh picked,6
CMP-000497,2024-10-29 04:08:10,CUST-2087,email,Quality issue with order ORD-449077. The spinach show signs of improper handling during transport.,Damaged Goods,high,SUP-10082,asparagus,Europe,ORD-449077,quality issue with order ord449077 the spinach show signs of improper handling during transport,quality issue order ord449077 spinach show signs improper handling transport,0
CMP-000498,2024-10-29 18:45:27,CUST-2909,email,"Order ORD-871501 completely ruined. limes arrived in terrible condition, cannot be sold.",Damaged Goods,low,SUP-10309,potatoes,North America,ORD-871501,order ord871501 completely ruined limes arrived in terrible condition cannot be sold,order ord871501 completely ruined limes arrived terrible condition cannot sold,0
CMP-000499,2024-10-30 09:22:43,CUST-2148,app,Paperwork for shipment ORD-170260 has wrong product codes. This is delaying our processing.,Documentation Error,low,SUP-6846,avocados,Europe,ORD-170260,paperwork for shipment ord170260 has wrong product codes this is delaying our processing,paperwork shipment ord170260 wrong product codes delaying processing,2
CMP-000500,2024-10-31 00:00:00,CUST-2031,social,Customer service rep was very unprofessional when I called about order ORD-380345.,Service Complaint,medium,SUP-10814,potatoes,North America,ORD-380345,customer service rep was very unprofessional when i called about order ord380345,customer service rep unprofessional called order ord380345,7
